,City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
0,Montreal,1976.0,Aquatics,Diving,3m springboard,"KÖHLER, Christa",Women,GDR,East Germany,W,Silver
1,Montreal,1976.0,Aquatics,Diving,3m springboard,"KOSENKOV, Aleksandr",Men,URS,Soviet Union,M,Bronze
2,Montreal,1976.0,Aquatics,Diving,3m springboard,"BOGGS, Philip George",Men,USA,United States,M,Gold
3,Montreal,1976.0,Aquatics,Diving,3m springboard,"CAGNOTTO, Giorgio Franco",Men,ITA,Italy,M,Silver
4,Montreal,1976.0,Aquatics,Diving,10m platform,"WILSON, Deborah Keplar",Women,USA,United States,W,Bronze
5,Montreal,1976.0,Aquatics,Diving,10m platform,"LOUGANIS, Gregory",Men,USA,United States,M,Silver
6,Montreal,1976.0,Aquatics,Diving,10m platform,"VAYTSEKHOVSKAYA, Elena",Women,URS,Soviet Union,W,Gold
7,Montreal,1976.0,Aquatics,Diving,3m springboard,"POTTER-MCINGVALE, Cynthia",Women,USA,United States,W,Bronze
8,Montreal,1976.0,Aquatics,Diving,10m platform,"DIBIASI, Klaus",Men,ITA,Italy,M,Gold
9,Montreal,1976.0,Aquatics,Diving,10m platform,"ALEINIK, Vladimir",Men,URS,Soviet Union,M,Bronze
10,Montreal,1976.0,Aquatics,Diving,10m platform,"KNAPE-LINDBERGH, Ulrika",Women,SWE,Sweden,W,Silver
11,Montreal,1976.0,Aquatics,Diving,3m springboard,"CHANDLER, Jennifer Kay",Women,USA,United States,W,Gold
12,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Gold
13,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"SHAW, Timothy Andrew",Men,USA,United States,M,Silver
14,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"PRIEMER, Petra",Women,GDR,East Germany,W,Silver
15,Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"HOLLAND, Stephen",Men,AUS,Australia,M,Bronze
16,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"SMIRNOV, Andrei",Men,URS,Soviet Union,M,Bronze
17,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"ANKE, Hannelore",Women,GDR,East Germany,W,Gold
18,Montreal,1976.0,Aquatics,Swimming,800m freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver
19,Montreal,1976.0,Aquatics,Swimming,800m freestyle,"THÜMER, Petra",Women,GDR,East Germany,W,Gold
20,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"SMITH, Rebecca",Women,CAN,Canada,W,Bronze
21,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"ROCCA, Peter Drake",Men,USA,United States,M,Silver
22,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"GOODELL, Brian Stuart",Men,USA,United States,M,Gold
23,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"MCKEE, Alexander Timothy",Men,USA,United States,M,Silver
24,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"EVANS, Clayton",Men,CAN,Canada,M,Silver
25,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"MONTGOMERY, James Paul",Men,USA,United States,M,Bronze
26,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"VOGEL, Matthew Haynes",Men,USA,United States,M,Gold
27,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"MATTHES, Roland",Men,GDR,East Germany,M,Bronze
28,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"NABER, John Phillips",Men,USA,United States,M,Gold
29,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"ROCCA, Peter Drake",Men,USA,United States,M,Silver
30,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"KRAUS, Michael",Men,FRG,West Germany,M,Bronze
31,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"BRIGITHA, Enith",Women,NED,Netherlands,W,Bronze
32,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"DUNNE, David Michael",Men,GBR,United Kingdom,M,Bronze
33,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"NABER, John Phillips",Men,USA,United States,M,Gold
34,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"HEMPEL, Claudia",Women,GDR,East Germany,W,Silver
35,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"MAC DONALD, Gary",Men,CAN,Canada,M,Silver
36,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BOGDANOV, Andrei",Men,URS,Soviet Union,M,Silver
37,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"HALL, Gary Wayne",Men,USA,United States,M,Bronze
38,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"SMITH, Rebecca",Women,CAN,Canada,W,Bronze
39,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"KOSHEVAYA, Marina",Women,URS,Soviet Union,W,Gold
40,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"GARAPICK, Nancy Ellen",Women,CAN,Canada,W,Bronze
41,Montreal,1976.0,Aquatics,Swimming,800m freestyle,"WEINBERG, Wendy Elizabeth",Women,USA,United States,W,Bronze
42,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold
43,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"RASKATOV, Vladimir",Men,URS,Soviet Union,M,Silver
44,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold
45,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"JARDIN, Anne Elizabeth",Women,CAN,Canada,W,Bronze
46,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"YOZAITIS, Arvidas",Men,URS,Soviet Union,M,Bronze
47,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"WRIGHT, Camille",Women,USA,United States,W,Silver
48,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"KRYLOV, Andrei",Men,URS,Soviet Union,M,Silver
49,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"DOWNIE, Gordon Hunter",Men,GBR,United Kingdom,M,Bronze
50,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"WILKIE, David Andrew",Men,GBR,United Kingdom,M,Gold
51,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"PEYTON, Kim Marie",Women,USA,United States,W,Gold
52,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold
53,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"TAUBER, Ulrike",Women,GDR,East Germany,W,Silver
54,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"CLARK, Barbara Lynny",Women,CAN,Canada,W,Bronze
55,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"AMUNDRUD, Gail",Women,CAN,Canada,W,Bronze
56,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold
57,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"BRUNER, Michael Lee",Men,USA,United States,M,Gold
58,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"GIBSON, Cheryl",Women,CAN,Canada,W,Silver
59,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"NABER, John Phillips",Men,USA,United States,M,Gold
60,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold
61,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"BOGLIOLI, Wendy Lansbach",Women,USA,United States,W,Bronze
62,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SMITH, Graham",Men,CAN,Canada,M,Silver
63,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"VOGEL, Matthew Haynes",Men,USA,United States,M,Gold
64,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SMITH-SLOAN, Susan Estelle",Women,CAN,Canada,W,Bronze
65,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"COOK-HOGG, Wendy",Women,CAN,Canada,W,Bronze
66,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"POLLACK, Andrea",Women,GDR,East Germany,W,Silver
67,Montreal,1976.0,Aquatics,Swimming,100m butterfly,"BOTTOM, Joseph Stuart",Men,USA,United States,M,Silver
68,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"THÜMER, Petra",Women,GDR,East Germany,W,Gold
69,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold
70,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"FURNISS, Bruce Macfarlane",Men,USA,United States,M,Gold
71,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"KOSHEVAYA, Marina",Women,URS,Soviet Union,W,Bronze
72,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"GREGG, Steven Garrett",Men,USA,United States,M,Silver
73,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"ENDER, Kornelia",Women,GDR,East Germany,W,Silver
74,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"MCCLATCHEY, Alan",Men,GBR,United Kingdom,M,Bronze
75,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"RUSANOVA, Lyubov",Women,URS,Soviet Union,W,Silver
76,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"STRACHAN, Rodney",Men,USA,United States,M,Gold
77,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"RASKATOV, Vladimir",Men,URS,Soviet Union,M,Bronze
78,Montreal,1976.0,Aquatics,Swimming,400m individual medley,"TAUBER, Ulrike",Women,GDR,East Germany,W,Gold
79,Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"GOODELL, Brian Stuart",Men,USA,United States,M,Gold
80,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"PICKELL, Stephen",Men,CAN,Canada,M,Silver
81,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"HARRIGAN, Daniel Lee",Men,USA,United States,M,Bronze
82,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"KOTHER-GABRIEL, Rosemarie",Women,GDR,East Germany,W,Bronze
83,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"POLLACK, Andrea",Women,GDR,East Germany,W,Silver
84,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold
85,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"YURCHENYA, Marina",Women,URS,Soviet Union,W,Silver
86,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"TREIBER, Birgit",Women,GDR,East Germany,W,Silver
87,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"RUSANOVA, Lyubov",Women,URS,Soviet Union,W,Bronze
88,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"BOGLIOLI, Wendy Lansbach",Women,USA,United States,W,Gold
89,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BRUNER, Michael Lee",Men,USA,United States,M,Gold
90,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver
91,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"TREIBER, Birgit",Women,GDR,East Germany,W,Silver
92,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"HENCKEN, John Frederick",Men,USA,United States,M,Silver
93,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"BABASHOFF, Jack, Jr.",Men,USA,United States,M,Silver
94,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"POLLACK, Andrea",Women,GDR,East Germany,W,Gold
95,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"BRIGITHA, Enith",Women,NED,Netherlands,W,Bronze
96,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"SIERING, Laura Gail",Women,USA,United States,W,Silver
97,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver
98,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"KOPLYAKOV, Sergei",Men,URS,Soviet Union,M,Silver
99,Montreal,1976.0,Aquatics,Swimming,200m breaststroke,"COLELLA, Richard Phillip Jr.",Men,USA,United States,M,Bronze
100,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"NABER, John Phillips",Men,USA,United States,M,Gold
101,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver
102,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"GARAPICK, Nancy Ellen",Women,CAN,Canada,W,Bronze
103,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"STEINBACH, Klaus",Men,FRG,West Germany,M,Bronze
104,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"STERKEL, Gillian Ann",Women,USA,United States,W,Gold
105,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"NOCKE, Peter",Men,FRG,West Germany,M,Bronze
106,Montreal,1976.0,Aquatics,Swimming,200m butterfly,"FORRESTER, William Ronald, Jr.",Men,USA,United States,M,Bronze
107,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"NOCKE, Peter",Men,FRG,West Germany,M,Bronze
108,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"HENCKEN, John Frederick",Men,USA,United States,M,Gold
109,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"ANKE, Hannelore",Women,GDR,East Germany,W,Gold
110,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"POLLACK, Andrea",Women,GDR,East Germany,W,Gold
111,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"KUSCH, Walter",Men,FRG,West Germany,M,Bronze
112,Montreal,1976.0,Aquatics,Swimming,400m freestyle,"SMITH, Shannon",Women,CAN,Canada,W,Bronze
113,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"CORSIGLIA, Robin Marie",Women,CAN,Canada,W,Bronze
114,Montreal,1976.0,Aquatics,Swimming,100m backstroke,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold
115,Montreal,1976.0,Aquatics,Swimming,1500m freestyle,"HACKETT, Robert William",Men,USA,United States,M,Silver
116,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"WILKIE, David Andrew",Men,GBR,United Kingdom,M,Silver
117,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"BRINKLEY, Brian",Men,GBR,United Kingdom,M,Bronze
118,Montreal,1976.0,Aquatics,Swimming,100m breaststroke,"HENCKEN, John Frederick",Men,USA,United States,M,Gold
119,Montreal,1976.0,Aquatics,Swimming,200m freestyle,"NABER, John Phillips",Men,USA,United States,M,Silver
120,Montreal,1976.0,Aquatics,Swimming,4x200m freestyle relay,"FURNISS, Bruce Macfarlane",Men,USA,United States,M,Gold
121,Montreal,1976.0,Aquatics,Swimming,4x100m medley relay,"JEZEK, Linda Louise",Women,USA,United States,W,Silver
122,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"PRIEMER, Petra",Women,GDR,East Germany,W,Silver
123,Montreal,1976.0,Aquatics,Swimming,4x100m freestyle relay,"JARDIN, Anne Elizabeth",Women,CAN,Canada,W,Bronze
124,Montreal,1976.0,Aquatics,Swimming,200m backstroke,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold
125,Montreal,1976.0,Aquatics,Swimming,100m freestyle,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold
126,Montreal,1976.0,Aquatics,Water polo,water polo,"DE ZWARTE, Pieter",Men,NED,Netherlands,M,Bronze
127,Montreal,1976.0,Aquatics,Water polo,water polo,"VEER, Jan Evert",Men,NED,Netherlands,M,Bronze
128,Montreal,1976.0,Aquatics,Water polo,water polo,"KROON, Evert Gerrit",Men,NED,Netherlands,M,Bronze
129,Montreal,1976.0,Aquatics,Water polo,water polo,"HORKAI, Gyorgy",Men,HUN,Hungary,M,Gold
130,Montreal,1976.0,Aquatics,Water polo,water polo,"CASTAGNOLA, Luigi",Men,ITA,Italy,M,Silver
131,Montreal,1976.0,Aquatics,Water polo,water polo,"SMITS, Hans",Men,NED,Netherlands,M,Bronze
132,Montreal,1976.0,Aquatics,Water polo,water polo,"STROBOER, Gijsbert (Gijs)",Men,NED,Netherlands,M,Bronze
133,Montreal,1976.0,Aquatics,Water polo,water polo,"CSAPO, Gabor",Men,HUN,Hungary,M,Gold
134,Montreal,1976.0,Aquatics,Water polo,water polo,"CSERVENYAK, Tibor",Men,HUN,Hungary,M,Gold
135,Montreal,1976.0,Aquatics,Water polo,water polo,"GERENDAS, Gyorgy",Men,HUN,Hungary,M,Gold
136,Montreal,1976.0,Aquatics,Water polo,water polo,"BUUNK, Antoon G.J.",Men,NED,Netherlands,M,Bronze
137,Montreal,1976.0,Aquatics,Water polo,water polo,"SUDAR, Attila",Men,HUN,Hungary,M,Gold
138,Montreal,1976.0,Aquatics,Water polo,water polo,"KENEZ, Gyorgy",Men,HUN,Hungary,M,Gold
139,Montreal,1976.0,Aquatics,Water polo,water polo,"MOLNAR, Endre",Men,HUN,Hungary,M,Gold
140,Montreal,1976.0,Aquatics,Water polo,water polo,"BOEGSCHOTEN, Alexander",Men,NED,Netherlands,M,Bronze
141,Montreal,1976.0,Aquatics,Water polo,water polo,"SAROSI, Laszlo",Men,HUN,Hungary,M,Gold
142,Montreal,1976.0,Aquatics,Water polo,water polo,"DEL DUCA, Marcello",Men,ITA,Italy,M,Silver
143,Montreal,1976.0,Aquatics,Water polo,water polo,"SIMEONI, Roldano",Men,ITA,Italy,M,Silver
144,Montreal,1976.0,Aquatics,Water polo,water polo,"ALBERANI SAMARITANI, Alberto",Men,ITA,Italy,M,Silver
145,Montreal,1976.0,Aquatics,Water polo,water polo,"BARACCHINI, Silvio",Men,ITA,Italy,M,Silver
146,Montreal,1976.0,Aquatics,Water polo,water polo,"PANERAI, Umberto",Men,ITA,Italy,M,Silver
147,Montreal,1976.0,Aquatics,Water polo,water polo,"MARSILI, Sante",Men,ITA,Italy,M,Silver
148,Montreal,1976.0,Aquatics,Water polo,water polo,"DE MAGISTRIS, Gianni",Men,ITA,Italy,M,Silver
149,Montreal,1976.0,Aquatics,Water polo,water polo,"KONRAD, Ferenc",Men,HUN,Hungary,M,Gold
150,Montreal,1976.0,Aquatics,Water polo,water polo,"TOONEN, Hendrik (Rik)",Men,NED,Netherlands,M,Bronze
151,Montreal,1976.0,Aquatics,Water polo,water polo,"DE MAGISTRIS, Riccardo",Men,ITA,Italy,M,Silver
152,Montreal,1976.0,Aquatics,Water polo,water polo,"SZIVOS, Istvan",Men,HUN,Hungary,M,Gold
153,Montreal,1976.0,Aquatics,Water polo,water polo,"LANDEWEERD, Nicolaas",Men,NED,Netherlands,M,Bronze
154,Montreal,1976.0,Aquatics,Water polo,water polo,"FARAGO, Tamas",Men,HUN,Hungary,M,Gold
155,Montreal,1976.0,Aquatics,Water polo,water polo,"HOEPELMAN, Andries",Men,NED,Netherlands,M,Bronze
156,Montreal,1976.0,Aquatics,Water polo,water polo,"GHIBELLINI, Alessandro",Men,ITA,Italy,M,Silver
157,Montreal,1976.0,Aquatics,Water polo,water polo,"D, Vincenzo",Men,ITA,Italy,M,Silver
158,Montreal,1976.0,Aquatics,Water polo,water polo,"VAN ZEELAND, Hans",Men,NED,Netherlands,M,Bronze
159,Montreal,1976.0,Archery,Archery,individual FITA round,"RYON, Luann Marie",Women,USA,United States,W,Gold
160,Montreal,1976.0,Archery,Archery,individual FITA round,"PACE, Darrell Owen",Men,USA,United States,M,Gold
161,Montreal,1976.0,Archery,Archery,individual FITA round,"MICHINAGA, Hiroshi",Men,JPN,Japan,M,Silver
162,Montreal,1976.0,Archery,Archery,individual FITA round,"FERRARI, Giancarlo",Men,ITA,Italy,M,Bronze
163,Montreal,1976.0,Archery,Archery,individual FITA round,"RUSTAMOVA, Zebiniso",Women,URS,Soviet Union,W,Bronze
164,Montreal,1976.0,Archery,Archery,individual FITA round,"KOVPAN, Valentina",Women,URS,Soviet Union,W,Silver
165,Montreal,1976.0,Athletics,Athletics,4x400m relay,"STROPAHL-STREIDT, Ellen",Women,GDR,East Germany,W,Gold
166,Montreal,1976.0,Athletics,Athletics,4x100m relay,"RICHTER-IRRGANG, Annegret",Women,FRG,West Germany,W,Silver
167,Montreal,1976.0,Athletics,Athletics,long jump,"ROBINSON, Arnie",Men,USA,United States,M,Gold
168,Montreal,1976.0,Athletics,Athletics,4x400m relay,"HERRMANN, Bernd",Men,FRG,West Germany,M,Bronze
169,Montreal,1976.0,Athletics,Athletics,4x400m relay,"FRAZIER, Herman Ronald",Men,USA,United States,M,Gold
170,Montreal,1976.0,Athletics,Athletics,high jump,"WITSCHAS-ACKERMANN, Rosemarie",Women,GDR,East Germany,W,Gold
171,Montreal,1976.0,Athletics,Athletics,100m hurdles,"SCHALLER-KLIER, Johanna",Women,GDR,East Germany,W,Gold
172,Montreal,1976.0,Athletics,Athletics,400m,"JUANTORENA, Alberto",Men,CUB,Cuba,M,Gold
173,Montreal,1976.0,Athletics,Athletics,5000m,"HILDENBRAND, Klaus-Peter",Men,FRG,West Germany,M,Bronze
174,Montreal,1976.0,Athletics,Athletics,100m,"STECHER, Renate",Women,GDR,East Germany,W,Silver
175,Montreal,1976.0,Athletics,Athletics,4x100m relay,"RIDDICK, Steven Earl",Men,USA,United States,M,Gold
176,Montreal,1976.0,Athletics,Athletics,pentathlon,"BODNER-LASER, Christine",Women,GDR,East Germany,W,Silver
177,Montreal,1976.0,Athletics,Athletics,long jump,"WARTENBERG, Frank",Men,GDR,East Germany,M,Bronze
178,Montreal,1976.0,Athletics,Athletics,200m,"EVANS, Dwayne Eugene",Men,USA,United States,M,Bronze
179,Montreal,1976.0,Athletics,Athletics,200m,"HAMPTON, Millard Frank Jr.",Men,USA,United States,M,Silver
180,Montreal,1976.0,Athletics,Athletics,hammer throw,"SEDYKH, Yuri",Men,URS,Soviet Union,M,Gold
181,Montreal,1976.0,Athletics,Athletics,pentathlon,"POLLAK, Burglinde",Women,GDR,East Germany,W,Bronze
182,Montreal,1976.0,Athletics,Athletics,decathlon,"AVILOV, Nikolai",Men,URS,Soviet Union,M,Bronze
183,Montreal,1976.0,Athletics,Athletics,high jump,"STONES, Dwight Edwin",Men,USA,United States,M,Bronze
184,Montreal,1976.0,Athletics,Athletics,800m,"WOHLHUTER, Richard Charles",Men,USA,United States,M,Bronze
185,Montreal,1976.0,Athletics,Athletics,100m hurdles,"ANISIMOVA, Tatiana",Women,URS,Soviet Union,W,Silver
186,Montreal,1976.0,Athletics,Athletics,800m,"KAZANKINA, Tatiana",Women,URS,Soviet Union,W,Gold
187,Montreal,1976.0,Athletics,Athletics,4x400m relay,"WERNER, Jan",Men,POL,Poland,M,Silver
188,Montreal,1976.0,Athletics,Athletics,4x100m relay,"THIEME, Alexander",Men,GDR,East Germany,M,Silver
189,Montreal,1976.0,Athletics,Athletics,200m,"STECHER, Renate",Women,GDR,East Germany,W,Bronze
190,Montreal,1976.0,Athletics,Athletics,shot put,"BARYSHNIKOV, Aleksandr",Men,URS,Soviet Union,M,Bronze
191,Montreal,1976.0,Athletics,Athletics,high jump,"JOY, Gregory",Men,CAN,Canada,M,Silver
192,Montreal,1976.0,Athletics,Athletics,hammer throw,"BONDARCHUK, Anatoli",Men,URS,Soviet Union,M,Bronze
193,Montreal,1976.0,Athletics,Athletics,100m,"BORZOV, Valery",Men,URS,Soviet Union,M,Bronze
194,Montreal,1976.0,Athletics,Athletics,800m,"CHTEREVA, Nikolina",Women,BUL,Bulgaria,W,Silver
195,Montreal,1976.0,Athletics,Athletics,3000m steeplechase,"MALINOWSKI, Bronislaw",Men,POL,Poland,M,Silver
196,Montreal,1976.0,Athletics,Athletics,1500m,"HOFFMEISTER, Gunhild",Women,GDR,East Germany,W,Silver
197,Montreal,1976.0,Athletics,Athletics,4x400m relay,"INGRAM, Sheila Rena",Women,USA,United States,W,Silver
198,Montreal,1976.0,Athletics,Athletics,triple jump,"BUTTS, James A.",Men,USA,United States,M,Silver
199,Montreal,1976.0,Athletics,Athletics,4x400m relay,"PARKS, Maxwell Lander",Men,USA,United States,M,Gold
200,Montreal,1976.0,Athletics,Athletics,4x100m relay,"ANISIMOVA, Vera",Women,URS,Soviet Union,W,Bronze
201,Montreal,1976.0,Athletics,Athletics,discus throw,"SCHMIDT, Wolfgang",Men,GDR,East Germany,M,Silver
202,Montreal,1976.0,Athletics,Athletics,javelin throw,"SCHMIDT, Kathryn Joan",Women,USA,United States,W,Bronze
203,Montreal,1976.0,Athletics,Athletics,4x400m relay,"BRYANT, Rosalyn Evette",Women,USA,United States,W,Silver
204,Montreal,1976.0,Athletics,Athletics,4x100m relay,"OELSNER-GÖHR, Marlies",Women,GDR,East Germany,W,Gold
205,Montreal,1976.0,Athletics,Athletics,1500m,"WELLMANN, Paul-Heinz",Men,FRG,West Germany,M,Bronze
206,Montreal,1976.0,Athletics,Athletics,discus throw,"POWELL, John Gates",Men,USA,United States,M,Bronze
207,Montreal,1976.0,Athletics,Athletics,4x100m relay,"BESFAMILNAYA, Nadezhda",Women,URS,Soviet Union,W,Bronze
208,Montreal,1976.0,Athletics,Athletics,4x400m relay,"PODLAS, Ryszard",Men,POL,Poland,M,Silver
209,Montreal,1976.0,Athletics,Athletics,4x100m relay,"KOLESNIKOV, Nikolai",Men,URS,Soviet Union,M,Bronze
210,Montreal,1976.0,Athletics,Athletics,1500m,"WALKER, John",Men,NZL,New Zealand,M,Gold
211,Montreal,1976.0,Athletics,Athletics,800m,"ZINN, Elfi",Women,GDR,East Germany,W,Bronze
212,Montreal,1976.0,Athletics,Athletics,1500m,"KAZANKINA, Tatiana",Women,URS,Soviet Union,W,Gold
213,Montreal,1976.0,Athletics,Athletics,marathon,"CIERPINSKI, Waldemar",Men,GDR,East Germany,M,Gold
214,Montreal,1976.0,Athletics,Athletics,4x400m relay,"KRIEG, Lothar",Men,FRG,West Germany,M,Bronze
215,Montreal,1976.0,Athletics,Athletics,4x100m relay,"BODENDORF, Carla",Women,GDR,East Germany,W,Gold
216,Montreal,1976.0,Athletics,Athletics,4x100m relay,"PFEIFER, Jörg",Men,GDR,East Germany,M,Silver
217,Montreal,1976.0,Athletics,Athletics,800m,"VAN DAMME, Ivo",Men,BEL,Belgium,M,Silver
218,Montreal,1976.0,Athletics,Athletics,1500m,"VAN DAMME, Ivo",Men,BEL,Belgium,M,Silver
219,Montreal,1976.0,Athletics,Athletics,110m hurdles,"DAVENPORT, Willie",Men,USA,United States,M,Bronze
220,Montreal,1976.0,Athletics,Athletics,20km walk,"BAUTISTA ROCHA, Daniel",Men,MEX,Mexico,M,Gold
221,Montreal,1976.0,Athletics,Athletics,discus throw,"SCHLAAK-JAHL, Evelin",Women,GDR,East Germany,W,Gold
222,Montreal,1976.0,Athletics,Athletics,100m,"RICHTER-IRRGANG, Annegret",Women,FRG,West Germany,W,Gold
223,Montreal,1976.0,Athletics,Athletics,200m,"ECKERT-WÖCKEL, Bärbel",Women,GDR,East Germany,W,Gold
224,Montreal,1976.0,Athletics,Athletics,4x400m relay,"PIETRZYK, Jerzy",Men,POL,Poland,M,Silver
225,Montreal,1976.0,Athletics,Athletics,400m,"BREHMER-LATHAN, Christina",Women,GDR,East Germany,W,Silver
226,Montreal,1976.0,Athletics,Athletics,shot put,"CHRISTOVA-TODOROVA, Ivanka Mikailova",Women,BUL,Bulgaria,W,Gold
