,City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
3506,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"MORISUE, Shinji",Men,JPN,Japan,M,Bronze
3507,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"SZABO, Ecaterina",Women,ROU,Romania,W,Gold
3508,Los Angeles,1984.0,Gymnastics,Artistic G.,balance beam,"JOHNSON, Kathleen Ann",Women,USA,United States,W,Bronze
3509,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"VIDMAR, Peter Glen",Men,USA,United States,M,Gold
3510,Los Angeles,1984.0,Gymnastics,Artistic G.,horizontal bar,"TONG, Fei",Men,CHN,China,M,Silver
3511,Los Angeles,1984.0,Gymnastics,Artistic G.,floor exercises,"MCNAMARA, Julianne Lyn",Women,USA,United States,W,Silver
3512,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"SOTOMURA, Koji",Men,JPN,Japan,M,Bronze
3513,Los Angeles,1984.0,Gymnastics,Artistic G.,floor exercises,"LOU, Yun",Men,CHN,China,M,Silver
3514,Los Angeles,1984.0,Gymnastics,Artistic G.,pommel horse,"LI, Ning",Men,CHN,China,M,Gold
3515,Los Angeles,1984.0,Gymnastics,Artistic G.,uneven bars,"MCNAMARA, Julianne Lyn",Women,USA,United States,W,Gold
3516,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"ZHOU, Ping",Women,CHN,China,W,Bronze
3517,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"GRIGORAS, Cristina Elena",Women,ROU,Romania,W,Gold
3518,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"BILEK, Pamela Jean",Women,USA,United States,W,Silver
3519,Los Angeles,1984.0,Gymnastics,Artistic G.,individual all-round,"RETTON, Mary-Lou",Women,USA,United States,W,Gold
3520,Los Angeles,1984.0,Gymnastics,Artistic G.,vault,"RETTON, Mary-Lou",Women,USA,United States,W,Silver
3521,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"AGACHE, Lavinia",Women,ROU,Romania,W,Gold
3522,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"LI, Yue-Jiu",Men,CHN,China,M,Silver
3523,Los Angeles,1984.0,Gymnastics,Artistic G.,team competition,"PAUCA, Simona",Women,ROU,Romania,W,Gold
3524,Los Angeles,1984.0,Gymnastics,Artistic G.,uneven bars,"MA, Yan-Hong",Women,CHN,China,W,Gold
3525,Los Angeles,1984.0,Gymnastics,Artistic G.,vault,"AGACHE, Lavinia",Women,ROU,Romania,W,Bronze
3526,Los Angeles,1984.0,Gymnastics,Artistic G.,individual all-round,"PAUCA, Simona",Women,ROU,Romania,W,Bronze
3527,Los Angeles,1984.0,Gymnastics,Rhythmic G.,individual all-round,"WEBER, Regina",Women,FRG,West Germany,W,Bronze
3528,Los Angeles,1984.0,Gymnastics,Rhythmic G.,individual all-round,"STAICULESCU, Doina",Women,ROU,Romania,W,Silver
3529,Los Angeles,1984.0,Gymnastics,Rhythmic G.,individual all-round,"FUNG, Lori",Women,CAN,Canada,W,Gold
3530,Los Angeles,1984.0,Handball,Handball,handball,"ELEZOVIC, Jovica",Men,YUG,Yugoslavia,M,Gold
3531,Los Angeles,1984.0,Handball,Handball,handball,"OGNJENOVIC, Mirjana",Women,YUG,Yugoslavia,W,Gold
3532,Los Angeles,1984.0,Handball,Handball,handball,"YOON, Byung-Soon",Women,KOR,"Korea, South",W,Silver
3533,Los Angeles,1984.0,Handball,Handball,handball,"WANG, Lin-Wei",Women,CHN,China,W,Bronze
3534,Los Angeles,1984.0,Handball,Handball,handball,"PTUJEC, Jasna",Women,YUG,Yugoslavia,W,Gold
3535,Los Angeles,1984.0,Handball,Handball,handball,"SIMION, Adrian",Men,ROU,Romania,M,Bronze
3536,Los Angeles,1984.0,Handball,Handball,handball,"KIM, Choon-Rye",Women,KOR,"Korea, South",W,Silver
3537,Los Angeles,1984.0,Handball,Handball,handball,"ISAKOVIC, Mile",Men,YUG,Yugoslavia,M,Gold
3538,Los Angeles,1984.0,Handball,Handball,handball,"ROTH, Michael",Men,FRG,West Germany,M,Silver
3539,Los Angeles,1984.0,Handball,Handball,handball,"RNIC, Momir",Men,YUG,Yugoslavia,M,Gold
3540,Los Angeles,1984.0,Handball,Handball,handball,"SUN, Xiu-Lan",Women,CHN,China,W,Bronze
3541,Los Angeles,1984.0,Handball,Handball,handball,"HAN, Hwa-Soo",Women,KOR,"Korea, South",W,Silver
3542,Los Angeles,1984.0,Handball,Handball,handball,"JEONG, Hyoi-Soon",Women,KOR,"Korea, South",W,Silver
3543,Los Angeles,1984.0,Handball,Handball,handball,"WUNDERLICH, Erhard",Men,FRG,West Germany,M,Silver
3544,Los Angeles,1984.0,Handball,Handball,handball,"LI, Lan",Women,CHN,China,W,Bronze
3545,Los Angeles,1984.0,Handball,Handball,handball,"VOINEA, Maricel",Men,ROU,Romania,M,Bronze
3546,Los Angeles,1984.0,Handball,Handball,handball,"KIM, Mi-Sook",Women,KOR,"Korea, South",W,Silver
3547,Los Angeles,1984.0,Handball,Handball,handball,"STRBAC, Branko",Men,YUG,Yugoslavia,M,Gold
3548,Los Angeles,1984.0,Handball,Handball,handball,"KIM, Kyung-Soon",Women,KOR,"Korea, South",W,Silver
3549,Los Angeles,1984.0,Handball,Handball,handball,"DRAGESCU, George",Men,ROU,Romania,M,Bronze
3550,Los Angeles,1984.0,Handball,Handball,handball,"LIU, Yu-Mei",Women,CHN,China,W,Bronze
3551,Los Angeles,1984.0,Handball,Handball,handball,"SCHWENKER, Uwe",Men,FRG,West Germany,M,Silver
3552,Los Angeles,1984.0,Handball,Handball,handball,"OPREA, Vasile",Men,ROU,Romania,M,Bronze
3553,Los Angeles,1984.0,Handball,Handball,handball,"VUKOVIC, Veselin",Men,YUG,Yugoslavia,M,Gold
3554,Los Angeles,1984.0,Handball,Handball,handball,"JANKOVIC, Ljubinka",Women,YUG,Yugoslavia,W,Gold
3555,Los Angeles,1984.0,Handball,Handball,handball,"VUJOVIC, Veselin",Men,YUG,Yugoslavia,M,Gold
3556,Los Angeles,1984.0,Handball,Handball,handball,"WANG, Ming-Xing",Women,CHN,China,W,Bronze
3557,Los Angeles,1984.0,Handball,Handball,handball,"RADJENOVIC, Zdravko",Men,YUG,Yugoslavia,M,Gold
3558,Los Angeles,1984.0,Handball,Handball,handball,"PAUL, Michael",Men,FRG,West Germany,M,Silver
3559,Los Angeles,1984.0,Handball,Handball,handball,"LIU, Li-Ping",Women,CHN,China,W,Bronze
3560,Los Angeles,1984.0,Handball,Handball,handball,"CHEN, Zhen",Women,CHN,China,W,Bronze
3561,Los Angeles,1984.0,Handball,Handball,handball,"JURINA, Pavle",Men,YUG,Yugoslavia,M,Gold
3562,Los Angeles,1984.0,Handball,Handball,handball,"WU, Xing-Jiang",Women,CHN,China,W,Bronze
3563,Los Angeles,1984.0,Handball,Handball,handball,"FOLKER, Alexandru",Men,ROU,Romania,M,Bronze
3564,Los Angeles,1984.0,Handball,Handball,handball,"MEFFLE, Arnulf",Men,FRG,West Germany,M,Silver
3565,Los Angeles,1984.0,Handball,Handball,handball,"YOON, Soo-Kyung",Women,KOR,"Korea, South",W,Silver
3566,Los Angeles,1984.0,Handball,Handball,handball,"SPRINGEL, Thomas",Men,FRG,West Germany,M,Silver
3567,Los Angeles,1984.0,Handball,Handball,handball,"BERBECE, Dumitru",Men,ROU,Romania,M,Bronze
3568,Los Angeles,1984.0,Handball,Handball,handball,"DURAU, Cornel",Men,ROU,Romania,M,Bronze
3569,Los Angeles,1984.0,Handball,Handball,handball,"DJUKIC, Slavica",Women,YUG,Yugoslavia,W,Gold
3570,Los Angeles,1984.0,Handball,Handball,handball,"DUMITRU, Marian",Men,ROU,Romania,M,Bronze
3571,Los Angeles,1984.0,Handball,Handball,handball,"KIM, Ok-Hwa",Women,KOR,"Korea, South",W,Silver
3572,Los Angeles,1984.0,Handball,Handball,handball,"SUNG, Kyung-Hwa",Women,KOR,"Korea, South",W,Silver
3573,Los Angeles,1984.0,Handball,Handball,handball,"ANASTASOVSKI, Svetlana",Women,YUG,Yugoslavia,W,Gold
3574,Los Angeles,1984.0,Handball,Handball,handball,"CUDERMAN, Alenka",Women,YUG,Yugoslavia,W,Gold
3575,Los Angeles,1984.0,Handball,Handball,handball,"BASIC, Mirko",Men,YUG,Yugoslavia,M,Gold
3576,Los Angeles,1984.0,Handball,Handball,handball,"ERCIC, Emilija",Women,YUG,Yugoslavia,W,Gold
3577,Los Angeles,1984.0,Handball,Handball,handball,"ROCH, Siegfried",Men,FRG,West Germany,M,Silver
3578,Los Angeles,1984.0,Handball,Handball,handball,"JEONG, Soon-Bok",Women,KOR,"Korea, South",W,Silver
3579,Los Angeles,1984.0,Handball,Handball,handball,"NEITZEL, Rudiger",Men,FRG,West Germany,M,Silver
3580,Los Angeles,1984.0,Handball,Handball,handball,"STINGA, Vasile",Men,ROU,Romania,M,Bronze
3581,Los Angeles,1984.0,Handball,Handball,handball,"HAPPE, Thomas",Men,FRG,West Germany,M,Silver
3582,Los Angeles,1984.0,Handball,Handball,handball,"KITIC-DASIC, Svetlana",Women,YUG,Yugoslavia,W,Gold
3583,Los Angeles,1984.0,Handball,Handball,handball,"MERDAN-KOLAR, Jasna",Women,YUG,Yugoslavia,W,Gold
3584,Los Angeles,1984.0,Handball,Handball,handball,"VISNJIC, Biserka",Women,YUG,Yugoslavia,W,Gold
3585,Los Angeles,1984.0,Handball,Handball,handball,"ARNAUTOVIC, Zlatan",Men,YUG,Yugoslavia,M,Gold
3586,Los Angeles,1984.0,Handball,Handball,handball,"KALINA, Milan",Men,YUG,Yugoslavia,M,Gold
3587,Los Angeles,1984.0,Handball,Handball,handball,"MLADENOVIC, Dragan",Men,YUG,Yugoslavia,M,Gold
3588,Los Angeles,1984.0,Handball,Handball,handball,"MUGOSA, Ljiljana",Women,YUG,Yugoslavia,W,Gold
3589,Los Angeles,1984.0,Handball,Handball,handball,"BEDEVAN, Mircea",Men,ROU,Romania,M,Bronze
3590,Los Angeles,1984.0,Handball,Handball,handball,"ZHU, Jue-Feng",Women,CHN,China,W,Bronze
3591,Los Angeles,1984.0,Handball,Handball,handball,"PAVISEVIC, Zorica",Women,YUG,Yugoslavia,W,Gold
3592,Los Angeles,1984.0,Handball,Handball,handball,"COVACIU, Gheorghe",Men,ROU,Romania,M,Bronze
3593,Los Angeles,1984.0,Handball,Handball,handball,"WOLLER, Klaus",Men,FRG,West Germany,M,Silver
3594,Los Angeles,1984.0,Handball,Handball,handball,"DJURICA, Mirjana",Women,YUG,Yugoslavia,W,Gold
3595,Los Angeles,1984.0,Handball,Handball,handball,"FRAATZ, Jochen",Men,FRG,West Germany,M,Silver
3596,Los Angeles,1984.0,Handball,Handball,handball,"LEE, Soon-Ei",Women,KOR,"Korea, South",W,Silver
3597,Los Angeles,1984.0,Handball,Handball,handball,"HE, Jian-Ping",Women,CHN,China,W,Bronze
3598,Los Angeles,1984.0,Handball,Handball,handball,"SON, Mi-Ha",Women,KOR,"Korea, South",W,Silver
3599,Los Angeles,1984.0,Handball,Handball,handball,"SCHWALB, Martin",Men,FRG,West Germany,M,Silver
3600,Los Angeles,1984.0,Handball,Handball,handball,"MUNTEANU, Nicolae",Men,ROU,Romania,M,Bronze
3601,Los Angeles,1984.0,Handball,Handball,handball,"ZHANG, Wei-Hong",Women,CHN,China,W,Bronze
3602,Los Angeles,1984.0,Handball,Handball,handball,"ZHANG, Pei-Jun",Women,CHN,China,W,Bronze
3603,Los Angeles,1984.0,Handball,Handball,handball,"BULIGAN, Alexandru",Men,ROU,Romania,M,Bronze
3604,Los Angeles,1984.0,Handball,Handball,handball,"KUZMANOVSKI, Slobodan",Men,YUG,Yugoslavia,M,Gold
3605,Los Angeles,1984.0,Handball,Handball,handball,"LEE, Young-Ja",Women,KOR,"Korea, South",W,Silver
3606,Los Angeles,1984.0,Handball,Handball,handball,"ROTH, Ulrich",Men,FRG,West Germany,M,Silver
3607,Los Angeles,1984.0,Handball,Handball,handball,"VASILCA, Neculai",Men,ROU,Romania,M,Bronze
3608,Los Angeles,1984.0,Handball,Handball,handball,"DJURIC, Dragica",Women,YUG,Yugoslavia,W,Gold
3609,Los Angeles,1984.0,Handball,Handball,handball,"MUGOSA-ANTIT, Svetlana",Women,YUG,Yugoslavia,W,Gold
3610,Los Angeles,1984.0,Handball,Handball,handball,"BOROS, Iosif",Men,ROU,Romania,M,Bronze
3611,Los Angeles,1984.0,Handball,Handball,handball,"RAUIN, Dirk",Men,FRG,West Germany,M,Silver
3612,Los Angeles,1984.0,Handball,Handball,handball,"ZOVKO, Zdravko",Men,YUG,Yugoslavia,M,Gold
3613,Los Angeles,1984.0,Handball,Handball,handball,"GAO, Xiu-Min",Women,CHN,China,W,Bronze
3614,Los Angeles,1984.0,Handball,Handball,handball,"THIEL, Andreas",Men,FRG,West Germany,M,Silver
3615,Los Angeles,1984.0,Hockey,Hockey,hockey,"KALEEM, Ullah",Men,PAK,Pakistan,M,Gold
3616,Los Angeles,1984.0,Hockey,Hockey,hockey,"HANEL, Horst-Ulrich",Men,FRG,West Germany,M,Silver
3617,Los Angeles,1984.0,Hockey,Hockey,hockey,"POS, Alette",Women,NED,Netherlands,W,Gold
3618,Los Angeles,1984.0,Hockey,Hockey,hockey,"KERLY, Sean Robin",Men,GBR,United Kingdom,M,Bronze
3619,Los Angeles,1984.0,Hockey,Hockey,hockey,"MCCONNELL, William David Robert",Men,GBR,United Kingdom,M,Bronze
3620,Los Angeles,1984.0,Hockey,Hockey,hockey,"MOYER, Diane Marie",Women,USA,United States,W,Bronze
3621,Los Angeles,1984.0,Hockey,Hockey,hockey,"MORETT, Charlene Frances",Women,USA,United States,W,Bronze
3622,Los Angeles,1984.0,Hockey,Hockey,hockey,"ROTH, Hella",Women,FRG,West Germany,W,Silver
3623,Los Angeles,1984.0,Hockey,Hockey,hockey,"NAEEM, Akhtar",Men,PAK,Pakistan,M,Gold
3624,Los Angeles,1984.0,Hockey,Hockey,hockey,"MARTIN, Stephen Alexander.",Men,GBR,United Kingdom,M,Bronze
3625,Los Angeles,1984.0,Hockey,Hockey,hockey,"ANDERS, Elizabeth Rambo",Women,USA,United States,W,Bronze
3626,Los Angeles,1984.0,Hockey,Hockey,hockey,"BRINKMANN, Dirk",Men,FRG,West Germany,M,Silver
3627,Los Angeles,1984.0,Hockey,Hockey,hockey,"BOLHUIS-EIJSVOGEL, Maria Yolanda C.",Women,NED,Netherlands,W,Gold
3628,Los Angeles,1984.0,Hockey,Hockey,hockey,"HUGHES, Norman",Men,GBR,United Kingdom,M,Bronze
3629,Los Angeles,1984.0,Hockey,Hockey,hockey,"BREIKEN-BREMER, Dagmar",Women,FRG,West Germany,W,Silver
3630,Los Angeles,1984.0,Hockey,Hockey,hockey,"RECK, Thomas Werner",Men,FRG,West Germany,M,Silver
3631,Los Angeles,1984.0,Hockey,Hockey,hockey,"ISHTIAQ, Ahmed",Men,PAK,Pakistan,M,Gold
3632,Los Angeles,1984.0,Hockey,Hockey,hockey,"BHAURA, Kulbir Singh",Men,GBR,United Kingdom,M,Bronze
3633,Los Angeles,1984.0,Hockey,Hockey,hockey,"SCHMIDT-OPPER, Ekkhard",Men,FRG,West Germany,M,Silver
3634,Los Angeles,1984.0,Hockey,Hockey,hockey,"DRULL, Elke",Women,FRG,West Germany,W,Silver
3635,Los Angeles,1984.0,Hockey,Hockey,hockey,"MANZOOR, Hussain",Men,PAK,Pakistan,M,Gold
3636,Los Angeles,1984.0,Hockey,Hockey,hockey,"BENNINGA, Carina",Women,NED,Netherlands,W,Gold
3637,Los Angeles,1984.0,Hockey,Hockey,hockey,"SCHMID, Susanne Leonie",Women,FRG,West Germany,W,Silver
3638,Los Angeles,1984.0,Hockey,Hockey,hockey,"BUGGY, Regina E.",Women,USA,United States,W,Bronze
3639,Los Angeles,1984.0,Hockey,Hockey,hockey,"PAPPIN, Veryan Guy Henry",Men,GBR,United Kingdom,M,Bronze
3640,Los Angeles,1984.0,Hockey,Hockey,hockey,"HASSAN, Sardar",Men,PAK,Pakistan,M,Gold
3641,Los Angeles,1984.0,Hockey,Hockey,hockey,"POTTER, Jonathan Nicholas M.",Men,GBR,United Kingdom,M,Bronze
3642,Los Angeles,1984.0,Hockey,Hockey,hockey,"BATCHELOR, Steven James",Men,GBR,United Kingdom,M,Bronze
3643,Los Angeles,1984.0,Hockey,Hockey,hockey,"DOPP, Heiner",Men,FRG,West Germany,M,Silver
3644,Los Angeles,1984.0,Hockey,Hockey,hockey,"SLAWYK, Markku",Men,FRG,West Germany,M,Silver
3645,Los Angeles,1984.0,Hockey,Hockey,hockey,"MCCAHEY, Kathleen Ann",Women,USA,United States,W,Bronze
3646,Los Angeles,1984.0,Hockey,Hockey,hockey,"FRANK, Tobias",Men,FRG,West Germany,M,Silver
3647,Los Angeles,1984.0,Hockey,Hockey,hockey,"MOIN UD DIN, Ghulam",Men,PAK,Pakistan,M,Gold
3648,Los Angeles,1984.0,Hockey,Hockey,hockey,"KELLER, Andreas",Men,FRG,West Germany,M,Silver
3649,Los Angeles,1984.0,Hockey,Hockey,hockey,"BOEKHORST, Josephine",Women,NED,Netherlands,W,Gold
3650,Los Angeles,1984.0,Hockey,Hockey,hockey,"APPEL, Gabriele Marion",Women,FRG,West Germany,W,Silver
3651,Los Angeles,1984.0,Hockey,Hockey,hockey,"BLÖCHER, Stefan",Men,FRG,West Germany,M,Silver
3652,Los Angeles,1984.0,Hockey,Hockey,hockey,"OTT, Patricia",Women,FRG,West Germany,W,Silver
3653,Los Angeles,1984.0,Hockey,Hockey,hockey,"VON WEILER, Sophie Pauline",Women,NED,Netherlands,W,Gold
3654,Los Angeles,1984.0,Hockey,Hockey,hockey,"HILLEN, Francisca",Women,NED,Netherlands,W,Gold
3655,Los Angeles,1984.0,Hockey,Hockey,hockey,"THIELEMANN, Ursula",Women,FRG,West Germany,W,Silver
3656,Los Angeles,1984.0,Hockey,Hockey,hockey,"MILLER, Anita Corl",Women,USA,United States,W,Bronze
3657,Los Angeles,1984.0,Hockey,Hockey,hockey,"SCHLEY-SCHÖWE, Gabriele",Women,FRG,West Germany,W,Silver
3658,Los Angeles,1984.0,Hockey,Hockey,hockey,"KHAN, Shahid Ali",Men,PAK,Pakistan,M,Gold
3659,Los Angeles,1984.0,Hockey,Hockey,hockey,"KHALID, Hameed",Men,PAK,Pakistan,M,Gold
3660,Los Angeles,1984.0,Hockey,Hockey,hockey,"GUNST, Thomas",Men,FRG,West Germany,M,Silver
3661,Los Angeles,1984.0,Hockey,Hockey,hockey,"KHAN, Hanir",Men,PAK,Pakistan,M,Gold
3662,Los Angeles,1984.0,Hockey,Hockey,hockey,"STAUFFER, Brenda Lee",Women,USA,United States,W,Bronze
3663,Los Angeles,1984.0,Hockey,Hockey,hockey,"WILLEMSE, Laurien",Women,NED,Netherlands,W,Gold
3664,Los Angeles,1984.0,Hockey,Hockey,hockey,"NIEUWEWNHUIZEN, Anne Lucia (Anneloes)",Women,NED,Netherlands,W,Gold
3665,Los Angeles,1984.0,Hockey,Hockey,hockey,"VAN MANEN, Aletta",Women,NED,Netherlands,W,Gold
3666,Los Angeles,1984.0,Hockey,Hockey,hockey,"DAR, Tauqeer",Men,PAK,Pakistan,M,Gold
3667,Los Angeles,1984.0,Hockey,Hockey,hockey,"BEGLIN, Elizabeth Anne",Women,USA,United States,W,Bronze
3668,Los Angeles,1984.0,Hockey,Hockey,hockey,"QASIM, Zia",Men,PAK,Pakistan,M,Gold
3669,Los Angeles,1984.0,Hockey,Hockey,hockey,"LARSON-MASON, Christine",Women,USA,United States,W,Bronze
3670,Los Angeles,1984.0,Hockey,Hockey,hockey,"OHR, Martine",Women,NED,Netherlands,W,Gold
3671,Los Angeles,1984.0,Hockey,Hockey,hockey,"DODDS, Richard David Allan",Men,GBR,United Kingdom,M,Bronze
3672,Los Angeles,1984.0,Hockey,Hockey,hockey,"LINGNAU, Corinna",Women,FRG,West Germany,W,Silver
3673,Los Angeles,1984.0,Hockey,Hockey,hockey,"NASIR, Ali",Men,PAK,Pakistan,M,Gold
3674,Los Angeles,1984.0,Hockey,Hockey,hockey,"MUSHTAQ, Ahmed",Men,PAK,Pakistan,M,Gold
3675,Los Angeles,1984.0,Hockey,Hockey,hockey,"STRONG, Judith Ann",Women,USA,United States,W,Bronze
3676,Los Angeles,1984.0,Hockey,Hockey,hockey,"HENDRIKS, Irene",Women,NED,Netherlands,W,Gold
3677,Los Angeles,1984.0,Hockey,Hockey,hockey,"VAN DOORN, Marieke Birgitta",Women,NED,Netherlands,W,Gold
3678,Los Angeles,1984.0,Hockey,Hockey,hockey,"MEHMOOD, Ayaz",Men,PAK,Pakistan,M,Gold
3679,Los Angeles,1984.0,Hockey,Hockey,hockey,"WEIERMANN-LIETZ, Andrea",Women,FRG,West Germany,W,Silver
3680,Los Angeles,1984.0,Hockey,Hockey,hockey,"KOCH-HALLMEN, Martina",Women,FRG,West Germany,W,Silver
3681,Los Angeles,1984.0,Hockey,Hockey,hockey,"LE POOLE, Alexandra",Women,NED,Netherlands,W,Gold
3682,Los Angeles,1984.0,Hockey,Hockey,hockey,"PLACE, Marcella Jeanette",Women,USA,United States,W,Bronze
3683,Los Angeles,1984.0,Hockey,Hockey,hockey,"CHEESEMAN, Gwen Wentz",Women,USA,United States,W,Bronze
3684,Los Angeles,1984.0,Hockey,Hockey,hockey,"LANDGRAF, Sigrid",Women,FRG,West Germany,W,Silver
3685,Los Angeles,1984.0,Hockey,Hockey,hockey,"STAVER, Julia Ann",Women,USA,United States,W,Bronze
3686,Los Angeles,1984.0,Hockey,Hockey,hockey,"MOSER, Christina",Women,FRG,West Germany,W,Silver
3687,Los Angeles,1984.0,Hockey,Hockey,hockey,"BARBER, Paul Jason",Men,GBR,United Kingdom,M,Bronze
3688,Los Angeles,1984.0,Hockey,Hockey,hockey,"MILNE, Leslie Woods",Women,USA,United States,W,Bronze
3689,Los Angeles,1984.0,Hockey,Hockey,hockey,"HAGEN, Birgit",Women,FRG,West Germany,W,Silver
3690,Los Angeles,1984.0,Hockey,Hockey,hockey,"DUTHIE, James Livingstone",Men,GBR,United Kingdom,M,Bronze
3691,Los Angeles,1984.0,Hockey,Hockey,hockey,"PRECIOUS, Mark",Men,GBR,United Kingdom,M,Bronze
3692,Los Angeles,1984.0,Hockey,Hockey,hockey,"WESTCOTT, David Guy",Men,GBR,United Kingdom,M,Bronze
3693,Los Angeles,1984.0,Hockey,Hockey,hockey,"ABDUL, Rashid IV",Men,PAK,Pakistan,M,Gold
3694,Los Angeles,1984.0,Hockey,Hockey,hockey,"DEININGER, Beate",Women,FRG,West Germany,W,Silver
3695,Los Angeles,1984.0,Hockey,Hockey,hockey,"CATTRALL, Robert Lewis",Men,GBR,United Kingdom,M,Bronze
3696,Los Angeles,1984.0,Hockey,Hockey,hockey,"SEVENS, Elisabeth Anthonius",Women,NED,Netherlands,W,Gold
3697,Los Angeles,1984.0,Hockey,Hockey,hockey,"BASSEMIR, Christian",Men,FRG,West Germany,M,Silver
3698,Los Angeles,1984.0,Hockey,Hockey,hockey,"SHELTON, Karen Christina",Women,USA,United States,W,Bronze
3699,Los Angeles,1984.0,Hockey,Hockey,hockey,"TAYLOR, Ian Charles Boucher",Men,GBR,United Kingdom,M,Bronze
3700,Los Angeles,1984.0,Hockey,Hockey,hockey,"SHERWANI, Saleem",Men,PAK,Pakistan,M,Gold
3701,Los Angeles,1984.0,Hockey,Hockey,hockey,"HURTER, Karl-Joachim",Men,FRG,West Germany,M,Silver
3702,Los Angeles,1984.0,Hockey,Hockey,hockey,"KRULL, Reinhard",Men,FRG,West Germany,M,Silver
3703,Los Angeles,1984.0,Hockey,Hockey,hockey,"ZEGERS, Margriet",Women,NED,Netherlands,W,Gold
3704,Los Angeles,1984.0,Hockey,Hockey,hockey,"HAHN, Birgit",Women,FRG,West Germany,W,Silver
3705,Los Angeles,1984.0,Hockey,Hockey,hockey,"FRIED, Volker",Men,FRG,West Germany,M,Silver
3706,Los Angeles,1984.0,Hockey,Hockey,hockey,"FISCHER, Carsten",Men,FRG,West Germany,M,Silver
3707,Los Angeles,1984.0,Hockey,Hockey,hockey,"JOHNSON, Sheryl Ann",Women,USA,United States,W,Bronze
3708,Los Angeles,1984.0,Hockey,Hockey,hockey,"LEMAN, Richard Alexander",Men,GBR,United Kingdom,M,Bronze
3709,Los Angeles,1984.0,Hockey,Hockey,hockey,"DE BEUS, Bernadette",Women,NED,Netherlands,W,Gold
3710,Los Angeles,1984.0,Hockey,Hockey,hockey,"PETER, Michael",Men,FRG,West Germany,M,Silver
3711,Los Angeles,1984.0,Judo,Judo,86 - 95kg (half-heavyweight),"NEUREUTHER, Günther",Men,FRG,West Germany,M,Bronze
3712,Los Angeles,1984.0,Judo,Judo,- 60 kg,"ECKERSLEY, Neil",Men,GBR,United Kingdom,M,Bronze
3713,Los Angeles,1984.0,Judo,Judo,open category,"SCHNABEL, Arthur",Men,FRG,West Germany,M,Bronze
3714,Los Angeles,1984.0,Judo,Judo,71 - 78kg (half-middleweight),"WIENEKE, Frank",Men,FRG,West Germany,M,Gold
3715,Los Angeles,1984.0,Judo,Judo,+ 95kg (heavyweight),"SAITO, Hitoshi",Men,JPN,Japan,M,Gold
3716,Los Angeles,1984.0,Judo,Judo,- 60 kg,"LIDDIE, Edward J.",Men,USA,United States,M,Bronze
3717,Los Angeles,1984.0,Judo,Judo,60 - 65kg (half-lightweight),"ALEXANDRE, Marc",Men,FRA,France,M,Bronze
3718,Los Angeles,1984.0,Judo,Judo,65 - 71kg (lightweight),"BROWN, Kerrith",Men,GBR,United Kingdom,M,Bronze
3719,Los Angeles,1984.0,Judo,Judo,71 - 78kg (half-middleweight),"ADAMS, Neil",Men,GBR,United Kingdom,M,Silver
3720,Los Angeles,1984.0,Judo,Judo,60 - 65kg (half-lightweight),"HWANG, Jun-Oh",Men,KOR,"Korea, South",M,Silver
3721,Los Angeles,1984.0,Judo,Judo,71 - 78kg (half-middleweight),"NOWAK, Michel",Men,FRA,France,M,Bronze
3722,Los Angeles,1984.0,Judo,Judo,71 - 78kg (half-middleweight),"FRATICA, Mircea",Men,ROU,Romania,M,Bronze
3723,Los Angeles,1984.0,Judo,Judo,- 60 kg,"HOSOKAWA, Shinji",Men,JPN,Japan,M,Gold
3724,Los Angeles,1984.0,Judo,Judo,- 60 kg,"KIM, Jae-Yup",Men,KOR,"Korea, South",M,Silver
3725,Los Angeles,1984.0,Judo,Judo,+ 95kg (heavyweight),"BERGER, Marc",Men,CAN,Canada,M,Bronze
3726,Los Angeles,1984.0,Judo,Judo,78 - 86kg (middleweight),"BERLAND, Robert Lee",Men,USA,United States,M,Silver
3727,Los Angeles,1984.0,Judo,Judo,86 - 95kg (half-heavyweight),"FRIDRIKSSON, Bjarni",Men,ISL,Iceland,M,Bronze
3728,Los Angeles,1984.0,Judo,Judo,78 - 86kg (middleweight),"NOSE, Seiki",Men,JPN,Japan,M,Bronze
3729,Los Angeles,1984.0,Judo,Judo,+ 95kg (heavyweight),"PARISI, Angelo",Men,FRA,France,M,Silver
3730,Los Angeles,1984.0,Judo,Judo,60 - 65kg (half-lightweight),"REITER, Josef",Men,AUT,Austria,M,Bronze
3731,Los Angeles,1984.0,Judo,Judo,open category,"CIOC, Mihai",Men,ROU,Romania,M,Bronze
3732,Los Angeles,1984.0,Judo,Judo,60 - 65kg (half-lightweight),"MATSUOKA, Yoshiyuki",Men,JPN,Japan,M,Gold
3733,Los Angeles,1984.0,Judo,Judo,86 - 95kg (half-heavyweight),"HA, Hyung-Zoo",Men,KOR,"Korea, South",M,Gold
